CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,
chr15,43915, YOL151W,GRE2 - 3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase); stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway,,
chr15,444498,NAG,NAG,,,,,
chr15,45692,NAG,NAG,,,,,
chr15,478283, YORNAG81C,TGL5 - Bifunctional enzyme with triacylglycerol lipase and lysophosphatidic acid acyltransferase activity; involved in triacylglycerol mobilization; localizes to lipid particles; potential Cdc28p substrate,,,,,
chr15,514929,NAG,NAG,,,,,
chr15,522841,NAG,NAG,,,,,
chr15,55283,NAG,NAG,,,,,
chr15,557623, YOR124C,UBP2 - Ubiquitin-specific protease that removes ubiquitin from ubiquitinated proteins; interacts with Rsp5p and is required for MVB sorting of membrane proteins; can cleave polyubiquitin and has isopeptidase activity,,,,,
chr15,560585, YOR126C,IAH1 - Isoamyl acetate-hydrolyzing esterase, required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate, which is particularly important in sake brewing,,,
chr15,560610, YOR126C,IAH1 - Isoamyl acetate-hydrolyzing esterase, required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate, which is particularly important in sake brewing,,,
chr15,560807,NAG,NAG,,,,,
chr15,561027,NAG,NAG,,,,,
chr15,564575, YOR128C,ADE2 - Phosphoribosylaminoimidazole carboxylase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine,,,,
chr15,569058, YOR129C,AFI1 - Arf3p polarization-specific docking factor, required for the polarized distribution of the ADP-ribosylation factor, Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p,,,
chr15,70751,NAG,NAG,,,,,
chr15,722608, YOR2NAG2W,HIS3 - Imidazoleglycerol-phosphate dehydratase, catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p,,
chr15,745306,NAG,NAG,,,,,
chr15,769891,NAG,NAG,,,,,
chr15,877096,NAG,NAG,,,,,
chr15,889748, YOR3NAG5W,RRG7 - Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); YOR35W is not an essential gene,,,,,
chr15,909076,NAG,NAG,,,,,
chr15,91346, YOL122C,SMF1 - Divalent metal ion transporter with a broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins,,,,,
chr15,94613,NAG,NAG,,,,,
chr16,104922,NAG,NAG,,,,,
chr16,132456,NAG,NAG,,,,,
chr16,178825, YPL195W,APL5 - Delta adaptin-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway, suppressor of loss of casein kinase 1 function,,,,
chr16,181192,NAG,NAG,,,,,
chr16,191944, YPL188W,POS5 - Mitochondrial NADH kinase, phosphorylates NADH; also phosphorylates NAD(+) with lower specificity; required for the response to oxidative stress,,,,
chr16,215689,NAG,NAG,,,,,
chr16,260986, ARS1612, - Putative replication origin, identified in multiple array studies, not yet confirmed by plasmid-based assay,,,
chr16,272945,NAG,NAG,,,,,
chr16,381848,NAG,NAG,,,,,
chr16,425229,NAG,NAG,,,,,
chr16,429750,NAG,NAG,,,,,
chr16,432091, YPLNAG62W, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YPL62W is not an essential gene; homozygous diploid mutant shows a decrease in glycogen accumulation,,,,
chr16,502679, YPLNAG25C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data,,,,
chr16,528959,NAG,NAG,,,,,
chr16,538294, YPLNAGNAG9C,TAE2 - Protein of unknown function, involved in protein translation; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,,,
chr16,545475, YPLNAGNAG6W,NCR1 - Vacuolar membrane protein that transits through the biosynthetic vacuolar protein sorting pathway, involved in sphingolipid metabolism; glycoprotein and functional orthologue of human Niemann Pick C1 (NPC1) protein,,,,
chr16,558033,NAG,NAG,,,,,
chr16,589896,NAG,NAG,,,,,
chr16,607467,NAG,NAG,,,,,
chr16,607820,NAG,NAG,,,,,
chr16,607997,NAG,NAG,,,,,
chr16,615257,NAG,NAG,,,,,
chr16,621903,NAG,NAG,,,,,
chr16,623198,NAG,NAG,,,,,
chr16,643732,NAG,NAG,,,,,
chr16,646234,NAG,NAG,,,,,
chr16,648653,NAG,NAG,,,,,
chr16,85402,NAG,NAG,,,,,
chr16,922863,NAG,NAG,,,,,
chr2,167924,NAG,NAG,,,,,
chr2,167998,NAG,NAG,,,,,
chr2,172322,NAG,NAG,,,,,
chr2,174535, YBLNAG24W,NCL1 - S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; similar to Nop2p and human proliferation associated nucleolar protein p12,,,,
chr2,175505, YBLNAG23C,MCM2 - Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex,,,,,
chr2,17571, YBL1NAG5C,PKC1 - Protein serine/threonine kinase essential for cell wall remodeling during growth; localized to sites of polarized growth and the mother-daughter bud neck; homolog of the alpha, beta, and gamma isoforms of mammalian protein kinase C (PKC),,,
chr2,190128, YBLNAG17C,PEP1 - Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments,,,,,
chr2,258208,NAG,NAG,,,,,
chr2,258211,NAG,NAG,,,,,
chr2,266351,NAG,NAG,,,,,
chr2,268895, YBRNAG15C,MNN2 - Alpha-1,2-mannosyltransferase, responsible for addition of the first alpha-1,2-linked mannose to form the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment,
chr2,270315, YBRNAG16W, - Tail-anchored plasma membrane protein containing a conserved CYSTM module; predicted to be palmitoylated; has similarity to hydrophilins, which are involved in the adaptive response to hyperosmotic conditions,,,,
chr2,274224,NAG,NAG,,,,,
chr2,299554, YBRNAG3NAGW,RKM3 - Ribosomal lysine methyltransferase specific for monomethylation of Rpl42ap and Rpl42bp (lysine 4); nuclear SET domain containing protein,,,,,
chr2,316949,NAG,NAG,,,,,
chr2,415764,NAG,NAG,,,,,
chr2,429267,NAG,NAG,,,,,
chr2,504355, YBR134W, - Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data,,,,
chr2,526831,NAG,NAG,,,,,
chr2,533244, YBR144C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YBR144C is not an essential gene,,,,
chr2,561222,NAG,NAG,,,,,
chr2,571328,NAG,NAG,,,,,
chr2,586459,NAG,NAG,,,,,
chr2,627055, YBR2NAG2W,MCM7 - Component of the heterohexameric MCM2-7 complex, which primes origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation in S-phase; forms an Mcm4p-6p-7p subcomplex,,,,
chr2,628361,NAG,NAG,,,,,
chr2,637063, YBR2NAG8C,DUR1,2 - Urea amidolyase, contains both urea carboxylase and allophanate hydrolase activities, degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation,
chr2,638086, YBR2NAG8C,DUR1,2 - Urea amidolyase, contains both urea carboxylase and allophanate hydrolase activities, degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation,
chr2,639832, YBR2NAG8C,DUR1,2 - Urea amidolyase, contains both urea carboxylase and allophanate hydrolase activities, degrades urea to CO2 and NH3; expression sensitive to nitrogen catabolite repression and induced by allophanate, an intermediate in allantoin degradation,
chr2,647284,NAG,NAG,,,,,
chr2,649337, YBR212W,NGR1 - RNA binding protein that negatively regulates growth rate; interacts with the 3' UTR of the mitochondrial porin (POR1) mRNA and enhances its degradation; overexpression impairs mitochondrial function; expressed in stationary phase,,,,,
chr2,679276,NAG,NAG,,,,,
chr2,680726, LSR1,LSR1 - U2 snRNA, component of the spliceosome; pairs with the branchpoint sequence; functionally equivalent to mammalian U2 snRNA; stress-induced pseudouridylations at positions 56 and 93 may contribute to regulation of splicing,,,,
chr2,681206, LSR1,LSR1 - U2 snRNA, component of the spliceosome; pairs with the branchpoint sequence; functionally equivalent to mammalian U2 snRNA; stress-induced pseudouridylations at positions 56 and 93 may contribute to regulation of splicing,,,,
chr2,681344, LSR1,LSR1 - U2 snRNA, component of the spliceosome; pairs with the branchpoint sequence; functionally equivalent to mammalian U2 snRNA; stress-induced pseudouridylations at positions 56 and 93 may contribute to regulation of splicing,,,,
chr2,681870,NAG,NAG,,,,,
chr2,689085, YBR235W, - Putative ion transporter, similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family; YBR235W is not an essential gene,,,,
chr2,689867, YBR235W, - Putative ion transporter, similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family; YBR235W is not an essential gene,,,,
chr2,693069, YBR237W,PRP5 - RNA helicase in the DEAD-box family, necessary for prespliceosome formation, bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA,,,
chr2,694133, YBR237W,PRP5 - RNA helicase in the DEAD-box family, necessary for prespliceosome formation, bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA,,,
chr2,694153, YBR237W,PRP5 - RNA helicase in the DEAD-box family, necessary for prespliceosome formation, bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA,,,
chr2,700356,NAG,NAG,,,,,
chr2,702006,NAG,NAG,,,,,
chr2,723663,NAG,NAG,,,,,
chr2,738469,NAG,NAG,,,,,
chr2,761081,NAG,NAG,,,,,
chr2,768174,NAG,NAG,,,,,
chr2,784713, YBR292C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; YBR292C is not an essential gene,,,,
chr2,809468,NAG,NAG,,,,,
chr2,809484,NAG,NAG,,,,,
chr2,96034,NAG,NAG,,,,,
chr3,101876,NAG,NAG,,,,,
chr3,168525,NAG,NAG,,,,,
chr3,168536,NAG,NAG,,,,,
chr3,168589,NAG,NAG,,,,,
chr3,211722,NAG,NAG,,,,,
chr3,260010,NAG,NAG,,,,,
chr3,273025, ARS316,ARS316 - Inefficient autonomously replicating sequence, active in ~25% of cell cycles,,,,
chr3,295234, YCRWdelta13, - Ty1 LTR,,,,,
chr3,304284,NAG,NAG,,,,,
chr3,309030,NAG,NAG,,,,,
chr3,315517, ARS319,ARS319 - Highly-active subtelomeric autonomously replicating sequence, initiates replication in ~9% of cell cycles,,,,
chr3,44541,NAG,NAG,,,,,
chr3,57055,NAG,NAG,,,,,
chr3,91321,NAG,NAG,,,,,
chr3,91381, YCLNAG18W,LEU2 - Beta-isopropylmalate dehydrogenase (IMDH), catalyzes the third step in the leucine biosynthesis pathway,,,,
chr3,91529, YCLNAG18W,LEU2 - Beta-isopropylmalate dehydrogenase (IMDH), catalyzes the third step in the leucine biosynthesis pathway,,,,
chr3,92744,NAG,NAG,,,,,
chr4,1095486,NAG,NAG,,,,,
chr4,1229783,NAG,NAG,,,,,
chr4,123792, ARS4NAG6, - Autonomously Replicating Sequence,,,,,
chr4,1254534,NAG,NAG,,,,,
chr4,1341641,NAG,NAG,,,,,
chr4,135456,NAG,NAG,,,,,
chr4,137979,NAG,NAG,,,,,
chr4,1474784,NAG,NAG,,,,,
chr4,1494413,NAG,NAG,,,,,
chr4,1513956,NAG,NAG,,,,,
chr4,1523306, YDR542W,PAU1 - Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions,,,,
chr4,164580, YDL165W,CDC36 - Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor,,,,
chr4,166604, YDL164C,CDC9 - DNA ligase found in the nucleus and mitochondria, an essential enzyme that joins Okazaki fragments during DNA replication; also acts in nucleotide excision repair, base excision repair, and recombination,,
chr4,180644, YDL154W,MSH5 - Protein of the MutS family, forms a dimer with Msh4p that facilitates crossovers between homologs during meiosis; msh5-Y823H mutation confers tolerance to DNA alkylating agents; homologs present in C. elegans and humans,,,,
chr4,185188, YDL149W,ATG9 - Transmembrane protein involved in forming Cvt and autophagic vesicles; cycles between the phagophore assembly site (PAS) and other cytosolic punctate structures, not found in autophagosomes; may be involved in membrane delivery to the PAS,,,,
chr4,18603,NAG,NAG,,,,,
chr4,18624,NAG,NAG,,,,,
chr4,187789, YDL149W,ATG9 - Transmembrane protein involved in forming Cvt and autophagic vesicles; cycles between the phagophore assembly site (PAS) and other cytosolic punctate structures, not found in autophagosomes; may be involved in membrane delivery to the PAS,,,,
chr4,190604,NAG,NAG,,,,,
chr4,198878, YDL144C, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene.,,,,,
chr4,199393, YDL144C, - Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene.,,,,,
chr4,217557,NAG,NAG,,,,,
chr4,249010, YDL117W,CYK3 - SH3-domain protein located in the mother-bud neck and the cytokinetic actin ring; mutant phenotype and genetic interactions suggest a role in cytokinesis,,,,,
chr4,277623, YDL1NAG2W,POL3 - Catalytic subunit of DNA polymerase delta; required for chromosomal DNA replication during mitosis and meiosis, intragenic recombination, repair of double strand DNA breaks, and DNA replication during nucleotide excision repair (NER),,
chr4,323677,NAG,NAG,,,,,
chr4,329641, ARS413, - Autonomously Replicating Sequence,,,,,
chr4,334907, YDLNAG66W,IDP1 - Mitochondrial NADP-specific isocitrate dehydrogenase, catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes,,,,
chr4,336206,NAG,NAG,,,,,
chr4,358230,NAG,NAG,,,,,
chr4,358707,NAG,NAG,,,,,
chr4,368193, YDLNAG48C,STP4 - Protein containing a Kruppel-type zinc-finger domain; has similarity to Stp1p, Stp2p, and Stp3p,,,
chr4,368207, YDLNAG48C,STP4 - Protein containing a Kruppel-type zinc-finger domain; has similarity to Stp1p, Stp2p, and Stp3p,,,
chr4,370968,NAG,NAG,,,,,
chr4,382372, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383038, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383274, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383367, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383425, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383443, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383976, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383985, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383988, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,383993, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,384021, YDLNAG39C,PRM7 - Pheromone-regulated protein, predicted to have one transmembrane segment; promoter contains Gcn4p binding elements,,,,
chr4,384189,NAG,NAG,,,,,
chr4,384262,NAG,NAG,,,,,
chr4,384290,NAG,NAG,,,,,
chr4,384303,NAG,NAG,,,,,
chr4,385531, YDLNAG37C,BSC1 - Protein of unconfirmed function, similar to cell surface flocculin Muc1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression,,,,
chr4,385961,NAG,NAG,,,,,
chr4,385971,NAG,NAG,,,,,
chr4,386031,NAG,NAG,,,,,
chr4,386149,NAG,NAG,,,,,
chr4,386380,NAG,NAG,,,,,
chr4,386469,NAG,NAG,,,,,
chr4,386517,NAG,NAG,,,,,
chr4,386702,NAG,NAG,,,,,
chr4,386748,NAG,NAG,,,,,
chr4,386776,NAG,NAG,,,,,
chr4,390438, YDLNAG35C,GPR1 - Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis,,,
chr4,390447, YDLNAG35C,GPR1 - Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis,,,
chr4,390756, YDLNAG35C,GPR1 - Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis,,,
chr4,391149, YDLNAG35C,GPR1 - Plasma membrane G protein coupled receptor (GPCR) that interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis,,,
chr4,401117, YDLNAG28C,MPS1 - Dual-specificity kinase required for spindle pole body (SPB) duplication and spindle checkpoint function; substrates include SPB proteins Spc42p, Spc11p, and Spc98p, mitotic exit network protein Mob1p, and checkpoint protein Mad1p,
chr4,404730, YDLNAG27C, - Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL27C is not an essential gene,,,,
chr4,405938, YDLNAG25C,RTK1 - Putative protein kinase, potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors, Cka2, Gus1 and Arc1,,
chr4,410887,NAG,NAG,,,,,
chr4,411501,NAG,NAG,,,,,
chr4,411544,NAG,NAG,,,,,
chr4,450188,NAG,NAG,,,,,
chr4,553071,NAG,NAG,,,,,
chr4,576310,NAG,NAG,,,,,
chr4,630672,NAG,NAG,,,,,
chr4,644629, YDRNAG98C,GRX3 - Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; monothiol glutaredoxin subfamily member along with Grx4p and Grx5p; protects cells from oxidative damage,,,,,
chr4,657792, YDR1NAG2C, - Dubious open reading frame; homozygous diploid deletion strain exhibits high budding index,,,,,
chr4,658023,NAG,NAG,,,,,
chr4,658062,NAG,NAG,,,,,
chr4,658117,NAG,NAG,,,,,
chr4,658123,NAG,NAG,,,,,
chr4,668949,NAG,NAG,,,,,
chr4,82419,NAG,NAG,,,,,
chr4,955986,NAG,NAG,,,,,
chr4,974680, YDR259C,,,,,,
chr5,132565,NAG,NAG,,,,,
chr5,195830, YERNAG2NAGW,GPA2 - Nucleotide binding alpha subunit of the heterotrimeric G protein that interacts with the receptor Gpr1p, has signaling role in response to nutrients; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,,,,
chr5,196666,NAG,NAG,,,,,
chr5,199099, YERNAG22W,SRB4 - Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; similar to the human MED17 gene,,,,,
chr5,204947, YERNAG24W,YAT2 - Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane,,,,
chr5,251561,NAG,NAG,,,,,
chr5,266649, YERNAG56C,FCY2 - Purine-cytosine permease, mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation,,
chr5,272558,NAG,NAG,,,,,
chr5,281130,NAG,NAG,,,,,
chr5,305799,NAG,NAG,,,,,
chr5,324247,NAG,NAG,,,,,
chr5,382523,NAG,NAG,,,,,
chr5,393807,NAG,NAG,,,,,
chr5,407063,NAG,NAG,,,,,
chr5,407139,NAG,NAG,,,,,
chr5,407957, YER124C,DSE1 - Daughter cell-specific protein, may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall,,,,
chr5,410181,NAG,NAG,,,,,
chr5,411277, YER125W,RSP5 - E3 ubiquitin ligase of the NEDD4 family; involved in regulating many cellular processes including MVB sorting, heat shock response, transcription, and endocytosis; human homolog is involved in Liddle syndrome; mutant tolerates aneuploidy,,
chr5,413281,NAG,NAG,,,,,
chr5,420744,NAG,NAG,,,,,
chr5,441153,NAG,NAG,,,,,
chr5,520781, ARS521, - Autonomously Replicating Sequence,,,,,
chr5,522970,NAG,NAG,,,,,
chr5,533465, YER172C,BRR2 - RNA-dependent ATPase RNA helicase (DEIH box); required for disruption of U4/U6 base-pairing in native snRNPs to activate the spliceosome for catalysis; homologous to human U5-2kD,,,,,
chr5,569880, ARS523, - Autonomously Replicating Sequence,,,,,
chr5,569950, ARS523, - Autonomously Replicating Sequence,,,,,
chr5,70395,NAG,NAG,,,,,
chr6,174046,NAG,NAG,,,,,
chr6,202770, YFRNAG24C-A,LSB3 - Protein containing a C-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization,,,,
chr6,227478, YFRNAG36W-A, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene RSC8,,,,
chr6,230993, YFRNAG38W,IRC5 - Putative ATPase containing the DEAD/H helicase-related sequence motif; null mutant displays increased levels of spontaneous Rad52p foci,,,,,
chr6,239986,NAG,NAG,,,,,
chr6,245165, YFRNAG47C,BNA6 - Quinolinate phosphoribosyl transferase, required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p,,,,
chr6,58005, RUF21,RUF21 - RNA of Unknown Function,,,,,
chr6,75912, YFLNAG31W,HAC1 - Basic leucine zipper (bZIP) transcription factor (ATF/CREB1 homolog) that regulates the unfolded protein response, via UPRE binding, and membrane biogenesis; ER stress-induced splicing pathway facilitates efficient Hac1p synthesis,,,
chr6,78010,NAG,NAG,,,,,
chr6,99153,NAG,NAG,,,,,
chr7,1000433,NAG,NAG,,,,,
chr7,1012661, YGR26NAGW,TNA1 - High affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA),,,,
chr7,1013788, YGR26NAGW,TNA1 - High affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid; expression of the gene increases in the absence of extracellular nicotinic acid or para-aminobenzoate (PABA),,,,
chr7,1015147, YGR261C,APL6 - Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; exists in both cytosolic and peripherally associated membrane-bound pools,,,,,
chr7,1024993,NAG,NAG,,,,,
chr7,10375,NAG,NAG,,,,,
chr7,1043766,NAG,NAG,,,,,
chr7,10456,NAG,NAG,,,,,
chr7,1048639,NAG,NAG,,,,,
chr7,1051832,NAG,NAG,,,,,
chr7,105696, YGL2NAG6C,CHC1 - Clathrin heavy chain, subunit of the major coat protein involved in intracellular protein transport and endocytosis; two heavy chains form the clathrin triskelion structural component; the light chain (CLC1) is thought to regulate function,,,,
chr7,10682,NAG,NAG,,,,,
chr7,14846,NAG,NAG,,,,,
chr7,15337, YGL256W,ADH4 - Alcohol dehydrogenase isoenzyme type IV, dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency,,,,
chr7,154579,NAG,NAG,,,,,
chr7,15518, YGL256W,ADH4 - Alcohol dehydrogenase isoenzyme type IV, dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency,,,,
chr7,15848, YGL256W,ADH4 - Alcohol dehydrogenase isoenzyme type IV, dimeric enzyme demonstrated to be zinc-dependent despite sequence similarity to iron-activated alcohol dehydrogenases; transcription is induced in response to zinc deficiency,,,,
chr7,167622, YGL178W,MPT5 - Member of the Puf family of RNA-binding proteins; binds to mRNAs encoding chromatin modifiers and spindle pole body components; involved in longevity, maintenance of cell wall integrity, and sensitivity to and recovery from pheromone arrest,,,
chr7,18028,NAG,NAG,,,,,
chr7,190778,NAG,NAG,,,,,
chr7,206341,NAG,NAG,,,,,
chr7,206499,NAG,NAG,,,,,
chr7,272322,NAG,NAG,,,,,
chr7,278779,NAG,NAG,,,,,
chr7,279126, YGL122C,NAB2 - Nuclear polyadenylated RNA-binding protein required for nuclear mRNA export and poly(A) tail length control; binds nuclear pore protein Mlp1p; autoregulates mRNA levels; related to human hnRNPs; nuclear localization sequence binds Kap14p,,,,,
chr7,281605,NAG,NAG,,,,,
chr7,290162, YGL116W,CDC2 - Cell-cycle regulated activator of anaphase-promoting complex/cyclosome (APC/C), which is required for metaphase/anaphase transition; directs ubiquitination of mitotic cyclins, Pds1p, and other anaphase inhibitors; potential Cdc28p substrate,,
chr7,291925,NAG,NAG,,,,,
chr7,299945,NAG,NAG,,,,,
chr7,301018, YGL111W,NSA1 - Constituent of 66S pre-ribosomal particles, involved in 6S ribosomal subunit biogenesis,,,,
chr7,301819, YGL11NAGC,CUE3 - Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination,,,,
chr7,301891, YGL11NAGC,CUE3 - Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination,,,,
chr7,307064,NAG,NAG,,,,,
chr7,323688,NAG,NAG,,,,,
chr7,323775,NAG,NAG,,,,,
chr7,323781,NAG,NAG,,,,,
chr7,324023,NAG,NAG,,,,,
chr7,324741,NAG,NAG,,,,,
chr7,324744,NAG,NAG,,,,,
chr7,326260,NAG,NAG,,,,,
chr7,327606,NAG,NAG,,,,,
chr7,366778,NAG,NAG,,,,,
chr7,384785,NAG,NAG,,,,,
chr7,384786,NAG,NAG,,,,,
chr7,43266,NAG,NAG,,,,,
chr7,454170, YGLNAG22W,STT3 - Subunit of the oligosaccharyltransferase complex of the ER lumen, which catalyzes asparagine-linked glycosylation of newly synthesized proteins; forms a subcomplex with Ost3p and Ost4p and is directly involved in catalysis,,,,
chr7,480586, YGLNAGNAG8C,PMA1 - Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp3p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+],,,,
chr7,496729,NAG,NAG,,,,,
chr7,530028, YGRNAG23W,MTL1 - Putative plasma membrane sensor, involved in cell integrity signaling and stress response during glucose starvation and oxidative stress; has structural and functional similarity to Mid2p,,,,
chr7,56225,NAG,NAG,,,,,
chr7,602841, YGRNAG56W,RSC1 - Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook,,,
chr7,609109,NAG,NAG,,,,,
chr7,616171,NAG,NAG,,,,,
chr7,677484, YGRNAG96W,TPC1 - Mitochondrial membrane transporter that mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family,,,,,
chr7,690685, YGR1NAGNAGW,MDR1 - Cytoplasmic GTPase-activating protein for Ypt/Rab transport GTPases Ypt6p, Ypt31p and Sec4p; involved in recycling of internalized proteins and regulation of Golgi secretory function,,,,
chr7,700472,NAG,NAG,,,,,
chr7,701186, YGRWdelta19, - Ty1 LTR,,,,,
chr7,705208,NAG,NAG,,,,,
chr7,705215,NAG,NAG,,,,,
