CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,,,,,,
chr2,484228,YBR122C,MRPL36 - Mitochondrial ribosomal protein of the large subunit; overproduction suppresses mutations in the COX2 leader peptide-encoding region,,,,,,,,,,
chr2,4937,YBL111C, - Helicase-like protein encoded within the telomeric Y' element,,,,,,,,,,
chr2,537159,YBR147W,RTC2 - Protein of unknown function; identified in a screen for mutants with decreased levels of rDNA transcription; detected in highly purified mitochondria; null mutant suppresses cdc13-1; similar to a G-protein coupled receptor from S. pombe,,,,,,,,,,
chr2,539214,YBR148W,YSW1 - Protein required for normal prospore membrane formation; interacts with Gip1p,which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane,,,,,,,,,
chr2,563026,NAG,NAG,,,,,,,,,,
chr2,579318,YBR172C,SMY2 - Protein of unknown function involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the temperature sensitivity of a myo2 mutant; has similarity to S. pombe Mpd2,,,,,,,,,,
chr2,586459,NAG,NAG,,,,,,,,,,
chr2,6018,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6034,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6041,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6043,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6047,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6052,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6064,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6072,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6087,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6089,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6116,YBL109W, - Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data,,,,,,,,,
chr2,6130,TEL02L-XR, - Telomeric X element combinatorial Repeat region on the left arm of Chromosome II; contains repeats of the D, C, B and A types,Tbf1p binding sites,and ORF YBL109W; formerly called SubTelomeric Repeats,,,,,,
chr2,6157,TEL02L, - Telomeric region on the left arm of Chromosome II; composed of an X element core sequence, X element combinatorial repeats, and a short Y' element,,,,,,,,
chr2,6158,TEL02L, - Telomeric region on the left arm of Chromosome II; composed of an X element core sequence, X element combinatorial repeats, and a short Y' element,,,,,,,,
chr2,6175,TEL02L, - Telomeric region on the left arm of Chromosome II; composed of an X element core sequence, X element combinatorial repeats, and a short Y' element,,,,,,,,
chr2,6181,TEL02L, - Telomeric region on the left arm of Chromosome II; composed of an X element core sequence, X element combinatorial repeats, and a short Y' element,,,,,,,,
chr2,6191,TEL02L, - Telomeric region on the left arm of Chromosome II; composed of an X element core sequence, X element combinatorial repeats, and a short Y' element,,,,,,,,
chr2,634214,YBR205W,KTR3 - Putative alpha-1,2-mannosyltransferase involved in O- and N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; Svp26p mediates uptake of Ktr3p into COPII vesicles,,,,,,,,,
chr2,643013,tC(GCA)B, - tRNA-Cys,,,,,,,,,,
chr2,643279,NAG,NAG,,,,,,,,,,
chr2,643489,YBRCtau2,- Ty4 LTR,,,,,,,,,,
chr2,643866,YBRWdelta18,- Ty1 LTR,,,,,,,,,,
chr2,682726,YBR231C,SWC5 - Protein of unknown function,component of the SWR1 complex,which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A,,,,,,,,
chr2,683908,YBR233W,PBP2 - RNA binding protein with similarity to mammalian heterogeneous nuclear RNP K protein, involved in the regulation of telomere position effect and telomere length,,,,,,,,,
chr2,704814,YBR242W,- Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YBR242W is not an essential gene,,,,,,,,,,
chr2,749280,YBR273C,UBX7 - UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p,,,,,,,,,,
chr2,761123,NAG,NAG,,,,,,,,,,
chr2,761144,NAG,NAG,,,,,,,,,,
chr2,7791,NAG,NAG,,,,,,,,,,
chr2,783212,YBR290W,BSD2 - Heavy metal ion homeostasis protein,facilitates trafficking of Smf1p and Smf2p metal transporters to the vacuole where they are degraded, controls metal ion transport, prevents metal hyperaccumulation, functions in copper detoxification,,,,,,
chr2,783400,YBR290W,BSD2 - Heavy metal ion homeostasis protein,facilitates trafficking of Smf1p and Smf2p metal transporters to the vacuole where they are degraded, controls metal ion transport, prevents metal hyperaccumulation, functions in copper detoxification,,,,,,
chr2,809468,NAG,NAG,,,,,,,,,,
chr2,809786,NAG,NAG,,,,,,,,,,
chr2,89966,NAG,NAG,,,,,,,,,,
chr2,93551,NAG,NAG,,,,,,,,,,
chr2,93606,NAG,NAG,,,,,,,,,,
chr2,96034,NAG,NAG,,,,,,,,,,
chr3,123478,NAG,NAG,,,,,,,,,,
chr3,148615,YCR018C,SRD1 - Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation,,,,,,,,,,
chr3,148621,YCR018C,SRD1 - Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation,,,,,,,,,,
chr3,148622,YCR018C,SRD1 - Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation,,,,,,,,,,
chr3,193474,YCR036W,RBK1 - Putative ribokinase,,,,,,,,,,
chr3,205949,NAG,NAG,,,,,,,,,,
chr3,223643,YCR059C,YIH1 - Protein that inhibits activation of Gcn2p,an eIF2 alpha subunit protein kinase,by competing for Gcn1p binding, thus impacting gene expression in response to starvation; has sequence and functional similarity to the mouse IMPACT gene,,,,,,,
chr3,231025,NAG,NAG,,,,,,,,,,
chr3,265691,YCR088W,ABP1 - Actin-binding protein of the cortical actin cytoskeleton,important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization,,,,,,,,,
chr3,270029,YCR089W,FIG2 - Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating,,,,,,,,,
chr3,275091,YCR091W,KIN82 - Putative serine/threonine protein kinase implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases) Lem3p-Dnf1p/Dnf2p; similar to Fpk1p,,,,,,,,,,
chr3,288718,YCR095C,OCA4 - Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts,,,,,,,,,
chr3,295234,YCRWdelta13,- Ty1 LTR,,,,,,,,,,
chr3,307637,NAG,NAG,,,,,,,,,,
chr3,307651,NAG,NAG,,,,,,,,,,
chr3,307661,NAG,NAG,,,,,,,,,,
chr3,307677,NAG,NAG,,,,,,,,,,
chr3,307680,NAG,NAG,,,,,,,,,,
chr3,307683,NAG,NAG,,,,,,,,,,
chr3,307686,NAG,NAG,,,,,,,,,,
chr3,307688,NAG,NAG,,,,,,,,,,
chr3,307723,NAG,NAG,,,,,,,,,,
chr3,307727,NAG,NAG,,,,,,,,,,
chr3,307731,NAG,NAG,,,,,,,,,,
chr3,307732,NAG,NAG,,,,,,,,,,
chr3,307735,NAG,NAG,,,,,,,,,,
chr3,307739,NAG,NAG,,,,,,,,,,
chr3,307741,NAG,NAG,,,,,,,,,,
chr3,307742,NAG,NAG,,,,,,,,,,
chr3,307746,NAG,NAG,,,,,,,,,,
chr3,307751,NAG,NAG,,,,,,,,,,
chr3,307760,NAG,NAG,,,,,,,,,,
chr3,307763,NAG,NAG,,,,,,,,,,
chr3,307766,NAG,NAG,,,,,,,,,,
chr3,307768,NAG,NAG,,,,,,,,,,
chr3,307772,NAG,NAG,,,,,,,,,,
chr3,315914,ARS 319.00,ARS319 - Highly-active subtelomeric autonomously replicating sequence,initiates replication in ~90% of cell cycles,,,,,,,,,
chr3,316116,ARS 319.00,ARS319 - Highly-active subtelomeric autonomously replicating sequence,initiates replication in ~90% of cell cycles,,,,,,,,,
chr3,316288,TEL03R, - Telomeric region on the right arm of Chromosome III; composed of an X element core sequence, X element combinatorial repeats, and a short terminal stretch of telomeric repeats,,,,,,,,
chr3,316290,TEL03R, - Telomeric region on the right arm of Chromosome III; composed of an X element core sequence, X element combinatorial repeats, and a short terminal stretch of telomeric repeats,,,,,,,,
chr3,316463,TEL03R, - Telomeric region on the right arm of Chromosome III; composed of an X element core sequence, X element combinatorial repeats, and a short terminal stretch of telomeric repeats,,,,,,,,
chr3,316555,TEL03R, - Telomeric region on the right arm of Chromosome III; composed of an X element core sequence, X element combinatorial repeats, and a short terminal stretch of telomeric repeats,,,,,,,,
chr3,316583,TEL03R, - Telomeric region on the right arm of Chromosome III; composed of an X element core sequence, X element combinatorial repeats, and a short terminal stretch of telomeric repeats,,,,,,,,
chr3,42029,NAG,NAG,,,,,,,,,,
chr3,42031,NAG,NAG,,,,,,,,,,
chr3,44562,NAG,NAG,,,,,,,,,,
chr3,57053,NAG,NAG,,,,,,,,,,
chr3,57055,NAG,NAG,,,,,,,,,,
chr3,66139,YCL030C,HIS4 - Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase, phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activities; catalyzes the second, third, ninth and tenth steps in histidine biosynthesis,,,,,,
chr3,6860,YCL073C,GEX1 - Proton:glutathione antiporter localized to the vacuolar and plasma membranes; imports glutathione from the vacuole and exports it through the plasma membrane; has a role in resistance to oxidative stress and modulation of the PKA pathway,,,,,,,,,,
chr3,76154,YCL025C,AGP1 - Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine,and other amino acids; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p),,,,,,,
chr3,76159,YCL025C,AGP1 - Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine,and other amino acids; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p),,,,,,,
chr3,82861,YCLWdelta15,- Ty1 LTR,,,,,,,,,,
chr3,83132,YCLCdelta1,- Ty1 LTR,,,,,,,,,,
chr3,83138,YCLCdelta1,- Ty1 LTR,,,,,,,,,,
chr3,85825,YCLWTy2-1, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr3,87850,YCLWTy2-1, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr3,88006,YCLWTy2-1, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr3,90448,YCLWTy2-1, - Long Terminal Repeat (LTR) retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats,,,,,,,,
chr3,91346,YCL018W,LEU2 - Beta-isopropylmalate dehydrogenase (IMDH), catalyzes the third step in the leucine biosynthesis pathway,,,,,,,,,
chr4,1005804,YDR270W,CCC2 - Cu(+2)-transporting P-type ATPase, required for export of copper from the cytosol into an extracytosolic compartment; has similarity to human proteins involved in Menkes and Wilsons diseases,,,,,,,,,
chr4,102171,YDL199C, - Putative transporter, member of the sugar porter family,,,,,,,,,
chr4,103015,YDL199C, - Putative transporter, member of the sugar porter family,,,,,,,,,
chr4,10604,NAG,NAG,,,,,,,,,,
chr4,107122,NAG,NAG,,,,,,,,,,
chr4,10720,NAG,NAG,,,,,,,,,,
chr4,1079010,NAG,NAG,,,,,,,,,,
chr4,1083280,YDR310C,SUM1 - Transcriptional repressor required for mitotic repression of middle sporulation-specific genes; also acts as general replication initiation factor; involved in telomere maintenance, chromatin silencing; regulated by pachytene checkpoint,,,,,,,,,
chr4,1086043,YDR311W,TFB1 - Subunit of TFIIH and nucleotide excision repair factor 3 complexes, required for nucleotide excision repair, target for transcriptional activators,,,,,,,,
chr4,1087058,NAG,NAG,,,,,,,,,,
chr4,1089472,YDR313C,PIB1 - RING-type ubiquitin ligase of the endosomal and vacuolar membranes,binds phosphatidylinositol(3)-phosphate; contains a FYVE finger domain,,,,,,,,,
chr4,1095473,NAG,NAG,,,,,,,,,,
chr4,1154205,NAG,NAG,,,,,,,,,,
chr4,1156457,NAG,NAG,,,,,,,,,,
chr4,1178933,YDR351W,SBE2 - Protein involved in the transport of cell wall components from the Golgi to the cell surface; required for bud growth,,,,,,,,,,
chr4,1181612,NAG,NAG,,,,,,,,,,
chr4,11961,YDL245C,HXT15 - Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose,,,,,,,,,
chr4,1206490,NAG,NAG,,,,,,,,,,
chr4,1206702,NAG,NAG,,,,,,,,,,
chr4,1206704,YDRWdelta27,- Ty1 LTR,,,,,,,,,,
chr4,1206708,YDRWdelta27,- Ty1 LTR,,,,,,,,,,
chr4,1206709,YDRWdelta27,- Ty1 LTR,,,,,,,,,,
chr4,1206710,YDRWdelta27,- Ty1 LTR,,,,,,,,,,
chr4,1206711,YDRWdelta27,- Ty1 LTR,,,,,,,,,,
chr4,1206714,YDRWdelta27,- Ty1 LTR,,,,,,,,,,
chr4,1206716,YDRWdelta27,- Ty1 LTR,,,,,,,,,,
chr4,1221843,YDR372C,VPS74 - Protein required for Golgi localization of glycosyltransferases; binds the cytosolic domains of Golgi glycosyltransferases; binding to PtdIns4P required for Golgi targeting and function; tetramer formation required for function,,,,,,,,,,
chr4,1237754,YDR381W,YRA1 - RNA binding protein required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; functionally redundant with Yra2p, another REF family member,,,,,,,,,
chr4,1238427,YDR381C-A, - Protein of unknown function, localized to the mitochondrial outer membrane,,,,,,,,,
chr4,1307967,YDR420W,HKR1 - Mucin family member that functions as an osmosensor in the Sho1p-mediated HOG pathway with Msb2p; proposed to be a negative regulator of filamentous growth; mutant displays defects in beta-1,3 glucan synthesis and bud site selection,,,,,,,,,
chr4,1329113,YDR432W,NPL3 - RNA-binding protein that promotes elongation, regulates termination,and carries poly(A) mRNA from nucleus to cytoplasm; required for pre-mRNA splicing; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in the cytoplasm,,,,,,,,
chr4,1341641,NAG,NAG,,,,,,,,,,
chr4,135456,NAG,NAG,,,,,,,,,,
chr4,1371088,YDR457W,TOM1 - E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones,,,,,,,,,,
chr4,1375220,YDR457W,TOM1 - E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones,,,,,,,,,,
chr4,1379,ARS 400.00, - Autonomously Replicating Sequence,,,,,,,,,,
chr4,1381715,YDR458C,HEH2 - Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif,nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle,,,,,,,,,
chr4,1397,NAG,NAG,,,,,,,,,,
chr4,1401,NAG,NAG,,,,,,,,,,
chr4,143605,YDL176W, - Protein of unknown function,predicted by computational methods to be involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; interacts with components of the GID complex; YDL176W is not an essential gene,,,,,,,,
chr4,14551,NAG,NAG,,,,,,,,,,
chr4,14711,NAG,NAG,,,,,,,,,,
chr4,1476675,NAG,NAG,,,,,,,,,,
chr4,1490,NAG,NAG,,,,,,,,,,
chr4,14965,NAG,NAG,,,,,,,,,,
chr4,1504,NAG,NAG,,,,,,,,,,
chr4,1510052,NAG,NAG,,,,,,,,,,
chr4,1510206,NAG,NAG,,,,,,,,,,
chr4,1513956,NAG,NAG,,,,,,,,,,
chr4,1520152,YDR541C,- Putative dihydrokaempferol 4-reductase,,,,,,,,,,
chr4,1522321,NAG,NAG,,,,,,,,,,
chr4,1525382,TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,,,
chr4,1525396,TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,,,
chr4,1525405,TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,,,
chr4,1525406,TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,,,
chr4,1525424,TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,,,
chr4,1525460,TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,,,
chr4,1525465,TEL04R, - Telomeric region on the right arm of Chromosome IV; composed of an X element core sequence, X element combinatorial repeats, a short stretch of telomeric repeats, and a long Y' element,,,,,,,
chr4,1528,NAG,NAG,,,,,,,,,,
chr4,1559,NAG,NAG,,,,,,,,,,
chr4,1570,NAG,NAG,,,,,,,,,,
chr4,157116,YDL170W,UGA3 - Transcriptional activator necessary for gamma-aminobutyrate (GABA)-dependent induction of GABA genes (such as UGA1,UGA2,UGA4); zinc-finger transcription factor of the Zn(2)-Cys(6) binuclear cluster domain type; localized to the nucleus,,,,,,,,
chr4,1573,NAG,NAG,,,,,,,,,,
chr4,1579,NAG,NAG,,,,,,,,,,
chr4,1584,NAG,NAG,,,,,,,,,,
chr4,1591,NAG,NAG,,,,,,,,,,
chr4,1592,NAG,NAG,,,,,,,,,,
chr4,1594,NAG,NAG,,,,,,,,,,
chr4,1608,NAG,NAG,,,,,,,,,,
chr4,1620,NAG,NAG,,,,,,,,,,
chr4,1624,NAG,NAG,,,,,,,,,,
chr4,1625,NAG,NAG,,,,,,,,,,
chr4,1631,NAG,NAG,,,,,,,,,,
chr4,1633,NAG,NAG,,,,,,,,,,
chr4,1635,NAG,NAG,,,,,,,,,,
chr4,169915,NAG,NAG,,,,,,,,,,
chr4,178021,YDL155W,CLB3 - B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation,,,,,,,,,
chr4,18325,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18333,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,1834,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,18342,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18345,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18351,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18357,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18359,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18360,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18369,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18376,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18377,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,1843,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,18450,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18457,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18467,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18468,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18473,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18474,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18477,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18481,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,18483,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,1849,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,18499,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,1850,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,18504,YDL243C,AAD4 - Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin,,,,,,,,,,
chr4,1857,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1858,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1875,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1892,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1902,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1904,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1907,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1909,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1916,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1917,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1918,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1930,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,1932,YDL248W,COS7 - Protein of unknown function,member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr4,213,ARS 400.00, - Autonomously Replicating Sequence,,,,,,,,,,
chr4,23136,YDL240W,LRG1 - Putative GTPase-activating protein (GAP) involved in the Pkc1p-mediated signaling pathway that controls cell wall integrity; appears to specifically regulate 1,3-beta-glucan synthesis,,,,,,,,,
